"monstertable.a","monstertable.company","monstertable.c","monstertable.location","monstertable.e","monstertable.f","monstertable.g","monstertable.h","monstertable.i","monstertable.j","monstertable.k","monstertable.u","monstertable.l","monstertable.m","monstertable.n","monstertable.t","monstertable.s","monstertable.r","monstertable.q","monstertable.p","monstertable.o"
"","Name","Backbone Business Solutions Private Limited","Locations","Mumbai","Experience","3 - 10 years","Keywords / Skills","product manager, group product manager, sales, marketing, general segment Function Sales/ Business Development","Role","Other Sales - Group Product Manager Industry Pharmaceutical","Posted On","29th Apr 2015","","","","","","","",""
"","Name","Backbone Business Solutions Private Limited","Locations","Goa","Experience","1 - 5 years","Keywords / Skills","QC, Quality Control, HPLC, Dissolution, UV, IR, KF Function Pharmaceutical/ Biotechnology","Role","Quality Compliance Industry Pharmaceutical","Posted On","14th Apr 2015","","","","","","","",""
"","Name","Backbone Business Solutions Private Limited","Locations","Mumbai","Experience","2 - 8 years","Keywords / Skills","audit, statutory audit, internal audit, tax audit","Education","CA Function Finance & Accounts","Role","� Chartered Accountant (CPA) � Internal Auditor � External Auditor Industry Consultancy","Posted On","4th Apr 2015","","","","","",""
"","Name","Backbone Business Solutions Private Limited","Locations","Delhi","Experience","7 - 11 years","Keywords / Skills","""Rotating machines"" ""Rotating machine"" ""Industrial Fans"", "" Industrial Fan"" , Motors, Pumps, sales , marketing , "" sales & marketing ""","Education","B.E/B.Tech Stream Mechanical Function Sales/ Business Development","Role","Sales Engineer Industry Machinery/ Equipment Mfg.","Posted On","30th Mar 2015","","","","","",""
"","Name","Backbone Business Solutions Private Limited","Locations","Mumbai","Experience","5 - 10 years","Keywords / Skills",""" Materials manager "" , ""import purchase"" "" sap"" ""clearance"" ""material planning"" ""documentation"" Function Purchase/ Logistics/ Supply Chain","Role","Inventory Control Manager/ Materials Manager Industry Pharmaceutical","Posted On","26th Mar 2015","","","","","","","",""
"","Name","Backbone Business Solutions Private Limited","Locations","Surat","Experience","5 - 9 years","Keywords / Skills","""branch manager"" ""branch head"" ""branch operations"" ""yarn parameters"" Function Sales/ Business Development","Role","Branch Manager Industry Textiles / Yarn / Fabrics / Garments","Posted On","24th Mar 2015","","","","","","","",""
"","Name","Backbone Business Solutions Private Limited","Locations","Bangladesh","Experience","7 - 12 years","Keywords / Skills","sales, marketing, Denim, Cotton, Cotton yarn, Polyester yarn Function Sales/ Business Development","Role","Branch Manager Industry Textiles / Yarn / Fabrics / Garments","Posted On","24th Mar 2015","","","","","","","",""
"","Name","Backbone Business Solutions Private Limited","Locations","Jamnagar","Experience","10 - 15 years","Keywords / Skills","steamer agency operations, Liaison with Customs , Daily Berthing meetings, Vessel Boarding formalities , Vessel Sailing formalities","Role","Other Roles - Branch Manager Industry Shipping/ Marine Services","Posted On","16th Mar 2015","","","","","","","",""
"","Name","Balaji Enterprises","Locations","Pune","Experience","1 - 5 years","Keywords / Skills","marketing engineer, valve, executive Function Marketing & Communications","Role","Marketing Executive Industry � Machinery/ Equipment Mfg. � Engineering, Procurement, Construction","Posted On","21st Apr 2015","Job Ref code","1004","","","","","",""
"","Name","Balaji Enterprises","Locations","Pune","Experience","1 - 11 years","Keywords / Skills","CNC, VMC, HMC, MILLING Function Manufacturing/ Engineering/ R&D","Role","Machine Operator Industry � Machinery/ Equipment Mfg. � Engineering, Procurement, Construction","Posted On","11th Apr 2015","Job Ref code","1003","","","","","",""
"","Name","Balaji Enterprises","Locations","Pune","Nationality","India","Experience","5 - 10 years","Keywords / Skills","purchase, negotiation skill, raw material specification, consumable item","Education","Any graduate Function Purchase/ Logistics/ Supply Chain","Role","Purchase - Head Industry Engineering, Procurement, Construction","Posted On","4th Apr 2015","Job Ref code","1001","",""
"","Name","Bancbox Development Services India Private Limited","Locations","Chandigarh","Experience","5 - 7 years","Keywords / Skills","Client Service Groups, Leading call center, call monitoring Function Customer Service/ Call Centre/ BPO","Role","Team Leader Industry ITES/BPO","Posted On","22nd Apr 2015","Job Ref code","AMO","","","","","",""
"","Name","Bancbox Development Services India Private Limited","Locations","Chandigarh","Experience","5 - 10 years","Keywords / Skills","""Core JAVA"", J2EE, ""Advanced JAVA"", MYSQL Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","22nd Apr 2015","Job Ref code","001","","","","","",""
"","Name","Bancbox Development Services India Private Limited","Locations","Chandigarh","Experience","5 - 10 years","Keywords / Skills","MYSQL, PL/SQL, ""database testing"", ""Automation testing"", ""Manual Testing"" Function IT","Role","� Software Test Engineer � Quality Assurance Executive Industry IT/ Computers - Software","Posted On","22nd Apr 2015","Job Ref code","002","","","","","",""
"","Name","Bancbox Development Services India Private Limited","Locations","Chandigarh","Nationality","India","Experience","3 - 12 years","Keywords / Skills","Product manager, Business Analyst, Agile, Product Management, BA, Agile Methodology, Agile Programming Function IT","Role","� Business Analyst � Product Manager Industry IT/ Computers - Software","Posted On","22nd Apr 2015","Job Ref code","007","","","",""
"","Name","Bancbox Development Services India Private Limited","Locations","Chandigarh","Experience","2 - 10 years","Keywords / Skills","LINUX, UNIX, LINUX/UNIX, MYSQL, DYNAMODB, INSTALLATION, CONFIGURATION, MAINTENANCE, AMAZON, EC2, CLOUDWATCH, NAGIOS, NEW RELIC, SHELL SCRIPTING Function IT","Role","� Systems Engineer � System Administrator Industry IT/ Computers - Software","Posted On","22nd Apr 2015","Job Ref code","008","","","","","",""
"","Name","Bancbox Development Services India Private Limited","Locations","Chandigarh","Experience","1 - 4 years","Keywords / Skills","MYSQL, ORACLE, SQL, ""PRODUCTION SUPPORT ENGINEER"", ""PRODUCTION SUPPORT"", ""DATABASE DEVELOPER"", ""MySQL database"" Function IT","Role","� Software Engineer/ Programmer � Systems Engineer � Team Leader/ Technical Leader � System Analyst/ Tech Architect Industry IT/ Computers - Software","Posted On","22nd Apr 2015","Job Ref code","009","","","","","",""
"","Name","Banctec Tps India Private Limited","Locations","Pune","Experience","2 - 6 years","Keywords / Skills","Powerpoint presentation, create, design, edit, format electronic powerpoint presentation, corporate design standards, advanced Microsoft office, visualization Function IT","Role","Instructional Designer Industry IT/ Computers - Software","Posted On","1st May 2015","","","","","","","",""
"","Name","Banctec Tps India Private Limited","Locations","Pune","Experience","0 - 3 years","Keywords / Skills","Customer Service Executive.Data Entry Operator, Backoffice. Function Customer Service/ Call Centre/ BPO","Role","Customer Service Executive (Non-voice) Industry ITES/BPO","Posted On","23rd Apr 2015","","","","","","","",""
"","Name","Banctec Tps India Private Limited","Locations","Delhi","Experience","3 - 7 years","Keywords / Skills","""Dot Net Developer"", "".net developer"" Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","23rd Apr 2015","","","","","","","",""
"","Name","Banctec Tps India Private Limited","Locations","Pune","Experience","1 - 3 years","Keywords / Skills","Graphic Designer; Mobile Apps; iOS; Android; Web Apps; Invision; Axure; Notism; Moqups;","Education","Any graduate Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","22nd Apr 2015","","","","","",""
"","Name","Banctec Tps India Private Limited","Locations","Navi Mumbai","Nationality","India","Experience","5 - 10 years","Keywords / Skills","functional accounting, finalization of accounts, AR, AP, SAP, Chartered accountant","Education","CA Function Finance & Accounts","Role","� Accounts Manager � Chartered Accountant (CPA) � Finance Manager Industry ITES/BPO","Posted On","21st Apr 2015","Job Ref code","CA-M-2","",""
"","Name","Banctec Tps India Private Limited","Locations","Pune","Nationality","India","Experience","2 - 5 years","Keywords / Skills","""MS Powerpoint"", Presentation, Business presentation","Education","Any graduate Function IT","Role","� Business Analyst � Graphic Designer/ Animator Industry IT/ Computers - Software Salary 2.00 - 6.00 lacs","Posted On","10th Apr 2015","","","",""
"","Name","Bar Code India Ltd","Locations","Delhi","Experience","6 - 12 years","Keywords / Skills","RFID, AIDC, Barcode, Wireless Solution Function Sales/ Business Development","Role","Business Development Manager Industry � IT/ Computers - Hardware � IT/ Computers - Software","Posted On","10th Apr 2015","","","","","","","",""
"","Name","Bar Code India Ltd","Locations","Delhi","Experience","2 - 8 years","Keywords / Skills","AIDC, Barcoding, RFID, ERP Function Sales/ Business Development","Role","Business Development Manager Industry � IT/ Computers - Hardware � IT/ Computers - Software","Posted On","4th Apr 2015","","","","","","","",""
"","Name","Bar Code India Ltd","Locations","Hyderabad / Secunderabad, Visakhapatnam","Experience","1 - 8 years","Keywords / Skills","AIDC, RFID, Barcode, ERP Function Sales/ Business Development","Role","Key Accounts Manager Industry � IT/ Computers - Hardware � IT/ Computers - Software","Posted On","4th Apr 2015","","","","","","","",""
"","Name","Batoi Systems Private Limited","Locations","Bhubaneshwar","Experience","1 - 8 years","Keywords / Skills","seo, social media Function IT","Role","SEO Expert Industry IT/ Computers - Software Job Type Contract Contract tenure: Above 12 month","Posted On","8th Apr 2015","Job Ref code","20150408002","","","","","",""
"","Name","Batoi Systems Private Limited","Locations","Bhubaneshwar","Nationality","India","Experience","2 - 8 years","Keywords / Skills","PHP, MySQL, HTML, JavaScript, JQuery, CSS, AJAX, JSON and XML Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","8th Apr 2015","Job Ref code","20150407001","","","",""
"","Name","bbnisys Technologies Private Limited","Locations","Gwalior","Nationality","India","Experience","5 - 15 years","Keywords / Skills","MS Technology - C, C++, VC++, MVC.net, ASP.net, C#.net, HTML5, XHTML, DHTML, XML, xsAJAX, JSON, JQuery, JavaScript, CSS, .Net Framework 1.1 to 4.5, ADO.Net, IIS Core Java/J2EE Technology - Java Swing, Structs, JMF, Java Image Technology, JDK 1.5","Education","Any graduate Function IT","Role","Team Leader/ Technical Leader Industry IT/ Computers - Software","Posted On","12th Apr 2015","Job Ref code","bbnisys/15-16/101","",""
"","Name","Swing Jobs","Locations","Hyderabad / Secunderabad","Experience","3 - 5 years","Keywords / Skills","html5, css3, java script, jquery, photoshop, responsive design Function IT","Role","� Software Engineer/ Programmer � Graphic Designer/ Animator Industry IT/ Computers - Software","Posted On","1st May 2015","","","","","","","",""
"","Name","Swing Jobs","Locations","Chennai","Experience","5 - 10 years","Keywords / Skills","IOS, Objective C Function IT","Role","Team Leader/ Technical Leader Industry IT/ Computers - Software","Posted On","18th Apr 2015","","","","","","","",""
"","Name","Swing Jobs","Locations","Mumbai","Experience","5 - 10 years","Keywords / Skills","Java, J2EE, Mobile apps Function IT","Role","� Software Engineer/ Programmer � Team Leader/ Technical Leader Industry IT/ Computers - Software","Posted On","18th Apr 2015","","","","","","","",""
"","Name","Swing Jobs","Locations","Pune","Experience","3 - 8 years","Keywords / Skills","SAP ABAPHR, Webdynpro, workflow Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","18th Apr 2015","","","","","","","",""
"","Name","Swing Jobs","Locations","Pune","Experience","1 - 4 years","Keywords / Skills","Audit, Finance, Compliance, Tax, Risk Management Function Finance & Accounts","Role","Chartered Accountant (CPA) Industry Hospitals/ Health Care","Posted On","18th Apr 2015","","","","","","","",""
"","Name","Swing Jobs","Locations","Bengaluru / Bangalore, Hyderabad / Secunderabad","Experience","3 - 10 years","Keywords / Skills","srm, sap srm, functional consultant Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","18th Apr 2015","","","","","","","",""
"","Name","Swing Jobs","Locations","Hyderabad / Secunderabad","Experience","2 - 4 years","Keywords / Skills","Apache Web Server, PHP, Zend framework Function IT","Role","Software Engineer/ Programmer Industry IT/ Computers - Software","Posted On","27th Mar 2015","","","","","","","",""
"","Name","Swing Jobs","Locations","Bengaluru / Bangalore","Experience","4 - 8 years","Keywords / Skills","""application support"", ""production support"", ""technical support engineer"", ""itil"" Function IT","Role","Technical Support Engineer Industry IT/ Computers - Software","Posted On","14th Mar 2015","","","","","","","",""
"","Name","Swing Jobs","Locations","Patna, Ranchi","Experience","0 - 2 years","Keywords / Skills","Sales, Marketing, Fresher Function Sales/ Business Development","Role","� Sales Trainee/ Management Trainee � Business Development Executive Industry Hospitals/ Health Care","Posted On","14th Mar 2015","","","","","","","",""
